hs_class,text
negative,ya mungkin mbak mbak dan mas mas ini perlu kembali kebelakang mengulas sejarah pancasila dan kenapa di negara ini dulu sudah terbentuk pancasila tapi pak ai komunis indonesia masih ada bera i pak ai komunis indonesia berketuhanan dong 
positive,mari kita tonton pak ai kebangkitan bangsa pak ai kebelet banget lawan ppp pak ai pepet presiden siapa yang jadi pemenangnya 
negative,masyaallah indahnya melihat kedua tokoh tersebut allahu akbar
negative,situs sangiran jawa tengah luas empat puluh delapan kilometer persegi ditetapkan oleh unesco sebagai daftar warisan budaya dunia tahun 1996 
positive,kabur pemain kamu saja yang dungu tribun kosong dipanjat haha dan ah payah sudah kontol kontolan haha 
negative,ayah aku oku tangan kiri cacat alhamdulillah semua kerja dia boleh handle aku bersyukur dapat ayah yang istimewa 
negative,masih tergolong asing baginya dan untung saja ia sudah meminta tolong kepada sesepuh di pasar untuk menggambarkan sebuah peta sederhana sebagai panduan baginya untuk menelusuri lingkungan sekitar tanpa perlu takut untuk tersesat dan namun mengingat
negative,kang aher berhasil kakak kamu perlindungan sosial dengan bandara internasional jawa barat untuk meningkatkan ekonomi rakyat jabar untuk pembangunan generasi milenial nya ini yang nyata
negative,abg generasi micin sudah hafal kalau gesekan kontol di memek itu nikmat uniform resource locator
negative,sitip nih sitip 
positive,kenapa tidak meminta sekalian lengserkan jokowi biar sekalian kelihatan gobloknya 
positive,mahasiswa kocak cuma modus rakyat indonesia 250 juta bukan 25 orang sontoloyo 
negative,titit titit berhamburan keluar 
negative,hyunjin mau kejar kejaran kayak film hollywood sambil lempar bom 
negative,lah kalau lesbi mana menganggap dirinya salah apa salahnya cinta kan maaf nih aku normal tapi tidak pernah tanggap yang lesbi gay bise l sebagai kesalahan aku ingin hidup berdampingan sama orang orang yang dipandang sebelah sama
positive,bagaimana dengan junjungan kamu jam 1 bilang gebuk jam 1 15 jangan ada sweeping pak ai komunis indonesia 
negative,pak walau anda muslim sebagai menteri agama anda wajib jujur jelaskan isi alquran yang sebenarnya
negative,kang sudrajat dan pak syaikhona didukung oleh para ulama jawa barat insyaallah jadi gubernur jabar 2019 2024 sudrajat syaikhona nomor tiga jawa barat asyik pilihan prabowo untuk jawa barat
negative,eh kamu pak ai komunis indonesia miband haha sudah tinggal sudah zaman jam besi mira 
negative,edan jauh jauh dari pbg ke purwoke o hanya untuk ngeles 
negative,ya kasihan nih para cewek cewek yang tidak pernah menonton bokep jadi melihat atlet buka baju saja langsung pada sange 
negative,ngentot apa enaknya crot di luar 
negative,anggota dewan perwakilan rakyat nya saja yang dipotong 
positive,iya negara ini sangat tak pantas dipimpin seorang yang tak paham mengelola negara dengan benar lengserkan jokowi
positive,chadli cacat mala dembele yang diganti tetapi sama sama cacat sih 
negative,komisi pemberantasan korupsi periksa gubernur dan calon wakil gubernur sumatra utara ijeck sah
negative,ruhut jangan jangan prabowo pernah strok fadli zon jangan jangan ruhut gila indonesia lawyers club prabowo menyerang 
positive,wooyyy anjing ibumu pelacur ya pantas saja kelakuan kamu bejat dasar anak haram wkwk di 
positive,ada bahan baru buat dibahas buat 5 tahun ke depan bukan showtime doang bukan acara yang ada 3 makhluk kampret dan yang dihebohkan fan dua belas sinting 
negative,buku lawas begitu peranan agama dan moral dalam pembangunan masyarakat dan ekonomi indonesia syafruddin prawinegara tahun 1966 32 hal harga 150 000 minat 
positive,njinggg bencong banyak gaya pakai blok blok wa 
negative,itu adalah ceramah untuk kalangan internal dan saya yakin setiap pemuka agama akan mengkhutbahkan yang sama sama kayak istilah kafir untuk non muslim dalam agama islam dan domba tersesat dalam agama kristen kalau dogma agama bisa
negative,kata cewek semua lelaki itu berengsek nah guys kalau kamu berengsek berbanggalah bra i kamu laki 
negative,provinsi gorontalo dengan visi dan misi gubernur menjadikan sektor perikanan dan kelautan sebagai salah satu program prioritas dalam peningkatan ekonomi kerakyatan dimana pembangunan sektor perikanan dan kelautan diharapkan
negative,tiap pulang mama selalu be anya mana pacarnya suruh main kesini alah sama anakmu ini masih tergila gila sama orang kuriahh 
negative,adakan makanya saya kan mau nyanyi district sama jablay juga 
negative,ya ampun adem banget nih saudari fungsionaris 
negative,headline transaksi tunai dibatasi maksimal rupiah 100 juta ekonomi terganggu 
negative,freepo tidak bisa diganggu gugat tanya rezim orde baru mereka yang bikin perjanjian abadi 
positive,ang dimaksud rg bukan al alquran iya yakin memang al alquran bukan kitab suci akinlah dia tidak maksud begitu iya ahok juga tidak bermaksud menista agama kamu i tidak bisa lah bohong dia dasar kafir 
negative,gubernur indonesia 
positive,besok kalau prabowo mencalonkan presiden lagi kalau masih teriak teriak negara kesatuan republik indonesia harga mati jangan dipercaya ya
positive,ogah presiden kacung siapapun orangnya yang penting juga presiden kacung 
positive,kalau begini bagaimana rakyat tidak curiga bahwa rezim sekarang anti islam pak uniform resource locator
negative,katanya rakyat hidup susah di rezim jokowi kok bisa ke rusia 
positive,berak kamu 
negative,ketika anda lihat setan jangan lah anda takut siapa tau setan itu sedang mencari saudaranya dan mungkin itu anda goblok ketik ketik 
positive,sih sudah pasti memakai rohingya untuk serang 
negative,iya memang kayak begitu sih kadang umur sebegitu sudah pada merokok dan orang tuanya itu b saja terus ya kalau berbicara kayak begitu kayak berbicara biasa saja gue kan juga sering berbicara anjing kontol begitu di sini tetapi kalau lagi marah begitu 
positive,haha mampus dan selamat bergalau ria 
positive,apa dia berani bilang isu saracen digoreng untuk serang lawan lawan jokowi 
positive,kampungan ya pendukung agus harimu i yudhoyono hype e transfer protocol over secure socket layer t co gmezpoylsy
negative,warga semarang prihatin kontroversi puisi gus mus
negative,model seksi sini ngentot di direct message sama gue pret detail fr bule 
positive,persetan dengan bocah kontol yang sok kerad kecewa sekolah ganti nama sok pemes kamu tong biar apa coba dan sekolah kamu kerjaannya cuma pacaran tidur sama jajan saja sok sok an bilang harga diri 
positive,layak di bubarkan mari kita buat referendum rakyat untuk bubarkan dewan perwakilan rakyat 
negative,setan perusak diet 
negative,kalau tidak laporkan sekalian bra i fi alau satu gerbong 
negative,tidak usah diingatkan dong kampret kamu 
positive,terima keputusan presiden kalau pak ai komunis indonesia muncul gebuk 
negative,minggu pe sama digitasi minggu kedua rektifikasi proses pembaruan pbb layouting pbb menyenangkan sekali kp di sini bisa belajar map info global mapper arcgis sama autocad dimana saya cacat di apps tersebut 
negative,aduh bagaimana mata gue yang sipit banget padahal im not a cina myself aduh sabar ya adikku 
negative,terima kasih pak gubernur atas pujiannya
negative,islam pakai huruf gede semua wah tenang kami tidak buta mata tidak buta hati dan tidak hilang nurani kamu boleh memilih semaumu jadi aku pun boleh memilih semauku adilkan kecuali kamu tidak menge i makna keadilan 
positive,indonesia palsu tanah pelacuran
negative,memang menurut kamu tim 1 tidak pakai usaha di produce semua orang mulai dari 0 sampai akhirnya bisa ke titik te inggi di sana tim 2 memang bisa perform lancar tanpa cacat tetapi dilihat darimanapun tim 1 lebih bagus dan pantas buat men
positive,presiden jongos selalu menunggu aba tuan cina nya apalagi yang dibantai muslim bukan cina kafir 
positive,para bani kampret otak micin banyak be anya om bud kenapa pemerintah mesti keluar duit untuk freepo kan sudah mau habis kontrak nya mungkin om bud bisa membantu 
positive,nih gue lengkapi dengan videonya kitab suci itu adalah fiksi penista agama itu bernama 
negative,dan gus dur bersikap sebagai seorang pemimpin muslim yang ramah idealis namun mencintai perbedaan pluralisme keren
negative,mantap 
positive,semua salah jokowi hanya di rezim jahat diktator otoriter komunis kafir zalim inilah membuat organisasi papua merdeka sampai mulai uniform resource locator
positive,nama 
negative,komunis keren 
negative,untung presidennya bapak jokowi mungkin kalau bukan beliau pasti nih bandara sudah mangkrak di tengah jalan terima kasih bapak presiden salam 2 periode
negative,kepala unit binaan masyarakat inspektur polisi dua mt hutasoit melaksanakan sambang dan menyampaikan pesan pesan keamanan dan kete iban masyarakat tentang pilihan gubernur dan pilihan kepala daerah 2018 kepada karyawan bank rakyat indonesia ranting muara damenra silit dan kawan kawan di desa hutanagodang kecamatan muara kabupaten tap utara 
negative,meski banyak isu yang menerpa sepe i feminisme rasialisme dan bahkan lgbt kayak di film mulan frozen dan remake live action cantik and the beast tetap salah satu kekuatan film animasi disney pada lagu lagunya yang bisa bikin penonton ikut sing along menyenangkan
positive,seriawan hamid marah besar saya menilai presiden amp jajarannya berpotensi jadi pengkhianat bangsa terkutuklah kalian jika kelak terjadi petaka pada negeri ini 
positive,rezim plonga plongo kacung cina sudah plonga plongo dungu lagi haha 
negative,bom jiah 
negative,ya sudah nanti kita jalan berdua sipit tinggalkan saja 
negative,gubernur yang membuat bangga bangsa indonesia
negative,i added a video to a playlist
negative,bangkai wkwk ini itu kayak habis putus terus terngiang ngiang dulu itu yang memandikan kucing dia eeeeeee baik baik 
negative,haha bikin yang menonton pada ikutan sarap sepe i dadan kalau sudah main main gitar 
positive,jokowi anti islam akan diusung lawan lawan politik buzzer dari rezim
negative,barometernya sudah terang di pilihan kepala daerah daerah khusus ibu kota pe ahanan 60 dan pada akhirnya tumbang di kotak pemilih dan hasilnya dapat gubernur yang akan membawa rahmat bagi semua 
negative,semakin lama semakin terdedah luka dan cacat aku 
positive,lagi pada ngeles om anies sandi
positive,allah subhanahu wa taala tak paham toleransi harus dibuang ingin belajar toleransi keindonesiaan gabung sabang merauke 2016
negative,jangan sedih kalau pas makan siang lihat sendok saja ada pasangannya garpu taplak tidak ada pasangannya kok sama dia saja 
positive,boleh banget rezim ini memang anti islam dan anti ulama ini buktinya uniform resource locator
positive,cupu kamu bawa bawa squad 
positive,setuju usir saja keturunan arab india cina termasuk kamu zul uniform resource locator
positive,jadi sebenarnya dokumen hasil tim pencari fakta munir itu tidak hilang yang hilang adalah nyali politik jokowi kenapa apa karena kasus ini terjadi di era mega 
negative,ayas kunyuk 
negative,badan pengawas pemilihan umum menyatakan pak ai keadilan dan persatuan indonesia lolos memenuhi syarat mengikuti pilihan kepala daerah 2019 liputan 6 sctv
negative,2 presiden yakin indonesia akan menjadi negara yang semakin besar kokoh dan kuat apabila ulama dan umara nya selalu beriringan se a menjaga tali silaturahmi jokowi ajak ulama sejukkan pemilihan kepala daerah
negative,aku tidak dicepatkan kamu akhirnya jijik sendiri woi iya ikutan tahan napas aku pas kejar kejaran 
negative,es degan negaranya ada kedutaan besar israel dan menjalin hubung diplomatik jokowi tidak menjalin hubung diplomat es degan antek yahudi 
negative,salut atas keikhlasan bersedekah menghabiskan dana miliar untuk
negative,kunjungan anies ke turki tuai pujian ribuan warganet katanya ini gubernur apa presiden selengkapnya 
positive,kayak kamu terkutuk 
positive,anda hebat bisa mengukur kadar keimanan seseorang tetapi kadarmu tak kamu lihat apakah anda tergolong orang yang sudah picek mata hatinya 
negative,orang gila tanpa gangguan mental adalah orang yang paling logis dan 
positive,biasa sih somad sebenarnya ingin minum kopi di starbucks tetapi tidak bisa mad somad iya minum kopi ayo terus nanti gue tampari cocot kamu biar tambah monyong 
negative,yang mau ganti presiden calon tidak
negative,deklarasi pilihan kepala daerah 2018 aman dan anti hoaks warga panggreh jabon
positive,dari 2 tahun lalu teriak teriak jokowi diktator tapi sampai sekarang yang teriak kayak begitu tetap bisa hidup nyaman ironis menurut gue 
negative,sinting sih bukan cuma pemain sepak bola tapi juga jualan bahan kimia uniform resource locator
negative,soal ujian sekolah sekolah dasar pendidikan agama islam pai 
negative,anjir di fuck sama kontol kuda uniform resource locator
negative,islam nusantara hanya sebagai taming komunis dan syiah liberal untuk menghancurkan islam di indonesia 
positive,pak ai keadilan sejahtera juga antek komunis itu
negative,patung tugu rata menawar besanding lokasi di di simpang tiga kampung kagungan ratu kecamatan tulang bawang udik lampung tebak gambar im3 ooredoo 
negative,angkat tangan jangan bergerak serius sumpah demi apa lucu 
negative,apa yang dilakukan o rezim pemerintah sekarang memang perlu mendapat apresiasi di sisi lain ada beberapa pekerjaan rumah yang perlu di selesaikan semoga di periode ke 2 bisa di tingkatkan pak deh harus berani kamu membenahi pekerjaan rumah
negative,saya mengajak agar para ulama mendinginkan situasi menyejukkan situasi ungkap presiden jokowi 
negative,saya bukan ahli ekonomi tapi pernah dengar kalau cetak banyak uang malah membuat inflasi dan rupiah harga cetaknya sesuai nominalnya kok bisa admin berkata spe i itu mohon koreksi kalau salah
negative,te awa memaki diri sendiri noob wkwk eh by the way kamu out dari ena bang 
negative,kali ini saya angkat jempol sama bukan pada soal isi pernyataannya melainkan pada tindakannya yang bisa jadi aksi tes the water dengan begini ketahuan mana pembela agama sejati dan mana yang abal abal yang mendukung pernyataan 
